Tempo(s),PWM_Aplicado(%),RPM_M1_Bruto,RPM_M1_Filtrado
71.2250,-30,-128.21,-119.60
71.2300,-30,-128.21,-120.32
71.2350,-30,-102.56,-120.89
71.2400,-30,-128.21,-120.82
71.2450,-30,-128.21,-120.85
71.2500,-30,-102.56,-120.95
71.2550,-30,-128.21,-120.56
71.2600,-30,-128.21,-120.41
71.2650,-30,-128.21,-120.94
71.2700,-30,-102.56,-121.35
71.2750,-30,-128.21,-121.14
71.2800,-30,-128.21,-121.05
71.2850,-30,-102.56,-121.05
71.2900,-30,-128.21,-120.60
71.2950,-30,-128.21,-120.41
71.3000,-30,-102.56,-120.39
71.3050,-30,-128.21,-119.98
71.3100,-30,-128.21,-119.87
71.3150,-30,-128.21,-120.46
71.3200,-30,-102.56,-120.95
71.3250,-30,-128.21,-120.81
71.3300,-30,-128.21,-120.81
71.3350,-30,-128.21,-121.40
71.3400,-30,-102.56,-121.81
71.3450,-30,-128.21,-121.55
71.3500,-30,-128.21,-121.41
71.3550,-30,-102.56,-121.35
71.3600,-30,-128.21,-120.83
71.3650,-30,-128.21,-120.58
71.3700,-30,-102.56,-120.51
71.3750,-30,-128.21,-120.06
71.3800,-30,-128.21,-119.91
71.3850,-30,-128.21,-120.48
71.3900,-30,-102.56,-120.95
71.3950,-30,-128.21,-120.80
71.4000,-30,-128.21,-120.79
71.4050,-30,-128.21,-121.38
71.4100,-30,-102.56,-121.79
71.4150,-30,-128.21,-121.54
71.4200,-30,-128.21,-121.40
71.4250,-30,-102.56,-121.34
71.4300,-30,-128.21,-120.82
71.4350,-30,-128.21,-120.57
71.4400,-30,-102.56,-120.51
71.4450,-30,-128.21,-120.05
71.4500,-30,-128.21,-119.90
71.4550,-30,-128.21,-120.47
71.4600,-30,-102.56,-120.95
71.4650,-30,-128.21,-120.80
71.4700,-30,-128.21,-120.79
71.4750,-30,-102.56,-120.86
71.4800,-30,-128.21,-120.47
71.4850,-30,-128.21,-120.32
71.4900,-30,-128.21,-120.86
71.4950,-30,-102.56,-121.28
71.5000,-30,-128.21,-121.08
71.5050,-30,-128.21,-121.01
71.5100,-30,-102.56,-121.02
71.5150,-30,-128.21,-120.58
71.5200,-30,-102.56,-119.88
71.5250,-30,-128.21,-119.07
71.5300,-30,-128.21,-118.77
71.5350,-30,-102.56,-118.82
71.5400,-30,-128.21,-118.57
71.5450,-30,-128.21,-118.68
71.5500,-30,-102.56,-118.99
71.5550,-30,-128.21,-118.91
71.5600,-30,-128.21,-119.08
71.5650,-30,-102.56,-119.41
71.5700,-30,-128.21,-119.30
71.5750,-30,-128.21,-119.43
71.5800,-30,-102.56,-119.70
71.5850,-30,-128.21,-119.53
71.5900,-30,-128.21,-119.60
71.5950,-30,-102.56,-119.82
71.6000,-30,-128.21,-119.61
71.6050,-30,-128.21,-119.65
71.6100,-30,-102.56,-119.85
71.6150,-30,-128.21,-119.61
71.6200,-30,-128.21,-119.64
71.6250,-30,-128.21,-120.34
71.6300,-30,-102.56,-120.91
71.6350,-30,-128.21,-120.83
71.6400,-30,-128.21,-120.86
71.6450,-30,-102.56,-120.95
71.6500,-30,-128.21,-120.56
71.6550,-30,-128.21,-120.41
71.6600,-30,-102.56,-120.43
71.6650,-30,-128.21,-120.03
71.6700,-30,-128.21,-119.92
71.6750,-30,-102.56,-120.00
71.6800,-30,-128.21,-119.68
71.6850,-30,-128.21,-119.64
71.6900,-30,-102.56,-119.79
71.6950,-30,-128.21,-119.54
71.7000,-30,-128.21,-119.55
71.7050,-30,-102.56,-119.74
71.7100,-30,-128.21,-119.51
71.7150,-30,-128.21,-119.55
71.7200,-30,-128.21,-120.27
71.7250,-30,-102.56,-120.85
71.7300,-30,-128.21,-120.79
71.7350,-30,-128.21,-120.83
71.7400,-30,-102.56,-120.93
71.7450,-30,-128.21,-120.55
71.7500,-30,-128.21,-120.41
71.7550,-30,-102.56,-120.43
71.7600,-30,-128.21,-120.03
71.7650,-30,-128.21,-119.92
71.7700,-30,-128.21,-120.52
71.7750,-30,-102.56,-121.00
71.7800,-30,-128.21,-120.86
71.7850,-30,-128.21,-120.85
71.7900,-30,-102.56,-120.91
71.7950,-30,-128.21,-120.51
71.8000,-30,-128.21,-120.36
71.8050,-30,-128.21,-120.89
71.8100,-30,-128.21,-121.82
71.8150,-30,-102.56,-122.41
71.8200,-30,-128.21,-122.23
71.8250,-30,-128.21,-122.07
71.8300,-30,-102.56,-121.95
71.8350,-30,-128.21,-121.35
71.8400,-30,-128.21,-121.00
71.8450,-30,-128.21,-121.35
71.8500,-30,-102.56,-121.61
71.8550,-30,-128.21,-121.28
71.8600,-30,-128.21,-121.11
71.8650,-30,-128.21,-121.57
71.8700,-30,-102.56,-121.88
71.8750,-30,-128.21,-121.56
71.8800,-30,-128.21,-121.37
71.8850,-30,-128.21,-121.80
71.8900,-30,-128.21,-122.59
71.8950,-30,-102.56,-123.03
71.9000,-30,-128.21,-122.70
71.9050,-30,-128.21,-122.42
71.9100,-30,-102.56,-122.19
71.9150,-30,-128.21,-121.49
71.9200,-30,-128.21,-121.07
71.9250,-30,-128.21,-121.37
71.9300,-30,-102.56,-121.60
71.9350,-30,-128.21,-121.25
71.9400,-30,-128.21,-121.06
71.9450,-30,-128.21,-121.52
71.9500,-30,-102.56,-121.84
71.9550,-30,-128.21,-121.52
71.9600,-30,-128.21,-121.34
71.9650,-30,-102.56,-121.26
71.9700,-30,-128.21,-120.74
71.9750,-30,-128.21,-120.49
71.9800,-30,-102.56,-120.43
71.9850,-30,-128.21,-119.99
71.9900,-30,-128.21,-119.85
71.9950,-30,-128.21,-120.43
72.0000,-30,-102.56,-120.92
72.0050,-40,-128.21,-120.78
72.0100,-40,-128.21,-120.78
72.0150,-40,-102.56,-120.86
72.0200,-40,-128.21,-120.47
72.0250,-40,-128.21,-120.32
72.0300,-40,-128.21,-120.87
72.0350,-40,-128.21,-121.80
72.0400,-40,-128.21,-122.92
72.0450,-40,-128.21,-124.06
72.0500,-40,-153.85,-125.64
72.0550,-40,-128.21,-127.89
72.0600,-40,-128.21,-129.87
72.0650,-40,-153.85,-131.52
72.0700,-40,-128.21,-133.35
72.0750,-40,-153.85,-135.13
72.0800,-40,-128.21,-136.75
72.0850,-40,-153.85,-138.13
72.0900,-40,-153.85,-139.77
72.0950,-40,-128.21,-141.43
72.1000,-40,-153.85,-142.47
72.1050,-40,-153.85,-143.53
72.1100,-40,-153.85,-145.04
72.1150,-40,-153.85,-146.71
72.1200,-40,-153.85,-148.36
72.1250,-40,-153.85,-149.86
72.1300,-40,-128.21,-150.63
72.1350,-40,-153.85,-150.35
72.1400,-40,-179.49,-150.45
72.1450,-40,-153.85,-151.82
72.1500,-40,-153.85,-153.37
72.1550,-40,-153.85,-154.41
72.1600,-40,-153.85,-155.03
72.1650,-40,-153.85,-155.33
72.1700,-40,-153.85,-155.40
72.1750,-40,-179.49,-155.84
72.1800,-40,-153.85,-156.99
72.1850,-40,-153.85,-157.99
72.1900,-40,-179.49,-158.82
72.1950,-40,-153.85,-159.97
72.2000,-40,-153.85,-160.74
72.2050,-40,-179.49,-161.19
72.2100,-40,-179.49,-162.44
72.2150,-40,-153.85,-164.09
72.2200,-40,-153.85,-164.84
72.2250,-40,-179.49,-164.96
72.2300,-40,-179.49,-165.68
72.2350,-40,-153.85,-166.74
72.2400,-40,-179.49,-167.41
72.2450,-40,-179.49,-168.30
72.2500,-40,-153.85,-169.25
72.2550,-40,-179.49,-169.66
72.2600,-40,-179.49,-170.19
72.2650,-40,-153.85,-170.76
72.2700,-40,-179.49,-170.80
72.2750,-40,-179.49,-171.01
72.2800,-40,-179.49,-171.82
72.2850,-40,-179.49,-172.96
72.2900,-40,-153.85,-173.70
72.2950,-40,-179.49,-173.61
72.3000,-40,-179.49,-173.51
72.3050,-40,-179.49,-173.92
72.3100,-40,-179.49,-174.64
72.3150,-40,-153.85,-174.97
72.3200,-40,-205.13,-175.03
72.3250,-40,-153.85,-175.43
72.3300,-40,-179.49,-175.49
72.3350,-40,-179.49,-175.34
72.3400,-40,-179.49,-175.58
72.3450,-40,-179.49,-176.04
72.3500,-40,-179.49,-176.62
72.3550,-40,-179.49,-177.22
72.3600,-40,-179.49,-177.78
72.3650,-40,-179.49,-178.28
72.3700,-40,-179.49,-178.70
72.3750,-40,-179.49,-179.03
72.3800,-40,-179.49,-179.28
72.3850,-40,-179.49,-179.46
72.3900,-40,-179.49,-179.57
72.3950,-40,-179.49,-179.64
72.4000,-40,-179.49,-179.67
72.4050,-40,-179.49,-179.68
72.4100,-40,-179.49,-179.66
72.4150,-40,-179.49,-179.64
72.4200,-40,-205.13,-180.13
72.4250,-40,-179.49,-181.42
72.4300,-40,-179.49,-182.61
72.4350,-40,-179.49,-183.12
72.4400,-40,-179.49,-183.16
72.4450,-40,-179.49,-182.88
72.4500,-40,-179.49,-182.44
72.4550,-40,-179.49,-181.91
72.4600,-40,-179.49,-181.38
72.4650,-40,-205.13,-181.40
72.4700,-40,-179.49,-182.30
72.4750,-40,-179.49,-183.16
72.4800,-40,-179.49,-183.41
72.4850,-40,-179.49,-183.26
72.4900,-40,-205.13,-183.38
72.4950,-40,-179.49,-184.17
72.5000,-40,-179.49,-184.81
72.5050,-40,-179.49,-184.80
72.5100,-40,-179.49,-184.37
72.5150,-40,-205.13,-184.21
72.5200,-40,-179.49,-184.76
72.5250,-40,-179.49,-185.20
72.5300,-40,-179.49,-185.03
72.5350,-40,-179.49,-184.47
72.5400,-40,-205.13,-184.23
72.5450,-40,-179.49,-184.72
72.5500,-40,-179.49,-185.13
72.5550,-40,-205.13,-185.46
72.5600,-40,-179.49,-186.22
72.5650,-40,-179.49,-186.68
72.5700,-40,-179.49,-186.40
72.5750,-40,-205.13,-186.17
72.5800,-40,-179.49,-186.53
72.5850,-40,-179.49,-186.70
72.5900,-40,-205.13,-186.75
72.5950,-40,-179.49,-187.22
72.6000,-40,-179.49,-187.42
72.6050,-40,-205.13,-187.43
72.6100,-40,-179.49,-187.82
72.6150,-40,-179.49,-187.92
72.6200,-40,-179.49,-187.31
72.6250,-40,-205.13,-186.80
72.6300,-40,-179.49,-186.92
72.6350,-40,-205.13,-187.43
72.6400,-40,-179.49,-188.14
72.6450,-40,-179.49,-188.42
72.6500,-40,-205.13,-188.40
72.6550,-40,-179.49,-188.70
72.6600,-40,-205.13,-189.18
72.6650,-40,-179.49,-189.74
72.6700,-40,-179.49,-189.79
72.6750,-40,-205.13,-189.51
72.6800,-40,-179.49,-189.56
72.6850,-40,-179.49,-189.29
72.6900,-40,-205.13,-188.85
72.6950,-40,-179.49,-188.84
72.7000,-40,-179.49,-188.60
72.7050,-40,-205.13,-188.23
72.7100,-40,-179.49,-188.32
72.7150,-40,-179.49,-188.18
72.7200,-40,-205.13,-187.91
72.7250,-40,-179.49,-188.09
72.7300,-40,-179.49,-188.03
72.7350,-40,-205.13,-187.82
72.7400,-40,-179.49,-188.04
72.7450,-40,-179.49,-188.02
72.7500,-40,-205.13,-187.83
72.7550,-40,-179.49,-188.07
72.7600,-40,-205.13,-188.56
72.7650,-40,-179.49,-189.18
72.7700,-40,-205.13,-189.83
72.7750,-40,-179.49,-190.44
72.7800,-40,-179.49,-190.47
72.7850,-40,-205.13,-190.12
72.7900,-40,-179.49,-190.07
72.7950,-40,-205.13,-190.22
72.8000,-40,-179.49,-190.49
72.8050,-40,-179.49,-190.29
72.8100,-40,-205.13,-189.80
72.8150,-40,-179.49,-189.70
72.8200,-40,-205.13,-189.84
72.8250,-40,-179.49,-190.13
72.8300,-40,-179.49,-189.97
72.8350,-40,-205.13,-189.55
72.8400,-40,-179.49,-189.49
72.8450,-40,-179.49,-189.17
72.8500,-40,-205.13,-188.70
72.8550,-40,-179.49,-188.69
72.8600,-40,-179.49,-188.46
72.8650,-40,-205.13,-188.10
72.8700,-40,-179.49,-188.21
72.8750,-40,-205.13,-188.61
72.8800,-40,-179.49,-189.17
72.8850,-40,-205.13,-189.77
72.8900,-40,-179.49,-190.37
72.8950,-40,-179.49,-190.39
72.9000,-40,-205.13,-190.04
72.9050,-40,-179.49,-190.00
72.9100,-40,-205.13,-190.16
72.9150,-40,-179.49,-190.43
72.9200,-40,-205.13,-190.76
72.9250,-40,-179.49,-191.09
72.9300,-40,-205.13,-191.41
72.9350,-40,-179.49,-191.68
72.9400,-40,-205.13,-191.90
72.9450,-40,-179.49,-192.08
72.9500,-40,-179.49,-191.70
72.9550,-40,-205.13,-190.99
72.9600,-40,-179.49,-190.64
72.9650,-40,-205.13,-190.54
72.9700,-40,-179.49,-190.63
72.9750,-40,-205.13,-190.82
72.9800,-40,-179.49,-191.06
72.9850,-40,-179.49,-190.80
72.9900,-40,-205.13,-190.24
72.9950,-40,-179.49,-190.04
73.0000,-40,-179.49,-189.59
73.0050,-40,-205.13,-189.00
73.0100,-40,-179.49,-188.89
73.0150,-40,-205.13,-189.09
73.0200,-40,-179.49,-189.48
73.0250,-40,-205.13,-189.95
73.0300,-40,-179.49,-190.45
73.0350,-40,-179.49,-190.40
73.0400,-40,-205.13,-190.01
73.0450,-40,-179.49,-189.94
73.0500,-40,-205.13,-190.09
73.0550,-40,-179.49,-190.36
73.0600,-40,-179.49,-190.18
73.0650,-40,-205.13,-189.72
73.0700,-40,-179.49,-189.63
73.0750,-40,-205.13,-189.79
73.0800,-40,-179.49,-190.09
73.0850,-40,-179.49,-189.95
73.0900,-40,-205.13,-189.53
73.0950,-40,-179.49,-189.49
73.1000,-40,-205.13,-189.69
73.1050,-40,-179.49,-190.02
73.1100,-40,-179.49,-189.91
73.1150,-40,-205.13,-189.51
73.1200,-40,-179.49,-189.48
73.1250,-40,-205.13,-189.69
73.1300,-40,-179.49,-190.04
73.1350,-40,-179.49,-189.92
73.1400,-40,-205.13,-189.53
73.1450,-40,-179.49,-189.50
73.1500,-40,-205.13,-189.70
73.1550,-40,-179.49,-190.05
73.1600,-40,-179.49,-189.93
73.1650,-40,-205.13,-189.53
73.1700,-40,-179.49,-189.50
73.1750,-40,-205.13,-189.71
73.1800,-40,-179.49,-190.05
73.1850,-40,-205.13,-190.45
73.1900,-40,-179.49,-190.85
73.1950,-40,-205.13,-191.23
73.2000,-40,-179.49,-191.56
73.2050,-40,-179.49,-191.31
73.2100,-40,-205.13,-190.72
73.2150,-40,-179.49,-190.47
73.2200,-40,-205.13,-190.46
73.2250,-40,-179.49,-190.60
73.2300,-40,-205.13,-190.82
73.2350,-40,-179.49,-191.09
73.2400,-40,-179.49,-190.84
73.2450,-40,-205.13,-190.29
73.2500,-40,-179.49,-190.09
73.2550,-40,-205.13,-190.15
73.2600,-40,-179.49,-190.35
73.2650,-40,-205.13,-190.64
73.2700,-40,-179.49,-190.96
73.2750,-40,-179.49,-190.76
73.2800,-40,-205.13,-190.24
73.2850,-40,-179.49,-190.07
73.2900,-40,-205.13,-190.15
73.2950,-40,-179.49,-190.37
73.3000,-40,-205.13,-190.66
73.3050,-40,-179.49,-190.99
73.3100,-40,-205.13,-191.30
73.3150,-40,-179.49,-191.58
73.3200,-40,-179.49,-191.30
73.3250,-40,-205.13,-190.69
73.3300,-40,-179.49,-190.43
73.3350,-40,-205.13,-190.41
73.3400,-40,-179.49,-190.55
73.3450,-40,-179.49,-190.27
73.3500,-40,-205.13,-189.74
73.3550,-40,-179.49,-189.60
73.3600,-40,-179.49,-189.22
73.3650,-40,-205.13,-188.70
73.3700,-40,-179.49,-188.66
73.3750,-40,-205.13,-188.93
73.3800,-40,-179.49,-189.37
73.3850,-40,-205.13,-189.89
73.3900,-40,-179.49,-190.42
73.3950,-40,-179.49,-190.40
73.4000,-40,-205.13,-190.02
73.4050,-40,-179.49,-189.96
73.4100,-40,-179.49,-189.60
73.4150,-40,-205.13,-189.07
73.4200,-40,-179.49,-188.99
73.4250,-40,-205.13,-189.20
73.4300,-40,-179.49,-189.59
73.4350,-40,-205.13,-190.06
73.4400,-40,-179.49,-190.54
73.4450,-40,-179.49,-190.47
73.4500,-40,-205.13,-190.06
73.4550,-40,-179.49,-189.98
73.4600,-40,-205.13,-190.12
73.4650,-40,-179.49,-190.38
73.4700,-40,-179.49,-190.19
73.4750,-40,-205.13,-189.72
73.4800,-40,-179.49,-189.63
73.4850,-40,-205.13,-189.78
73.4900,-40,-179.49,-190.09
73.4950,-40,-179.49,-189.94
73.5000,-40,-205.13,-189.53
73.5050,-40,-179.49,-189.48
73.5100,-40,-205.13,-189.68
73.5150,-40,-179.49,-190.02
73.5200,-40,-205.13,-190.42
73.5250,-40,-179.49,-190.83
73.5300,-40,-179.49,-190.70
73.5350,-40,-205.13,-190.22
73.5400,-40,-179.49,-190.09
73.5450,-40,-205.13,-190.18
73.5500,-40,-179.49,-190.41
73.5550,-40,-205.13,-190.71
73.5600,-40,-179.49,-191.03
73.5650,-40,-179.49,-190.82
73.5700,-40,-205.13,-190.30
73.5750,-40,-179.49,-190.12
73.5800,-40,-205.13,-190.18
73.5850,-40,-179.49,-190.39
73.5900,-40,-205.13,-190.68
73.5950,-40,-179.49,-191.00
73.6000,-40,-179.49,-190.79
73.6050,-40,-205.13,-190.26
73.6100,-40,-179.49,-190.09
73.6150,-40,-205.13,-190.16
73.6200,-40,-179.49,-190.37
73.6250,-40,-205.13,-190.67
73.6300,-40,-179.49,-190.99
73.6350,-40,-179.49,-190.78
73.6400,-40,-205.13,-190.26
73.6450,-40,-179.49,-190.09
73.6500,-40,-179.49,-189.64
73.6550,-40,-205.13,-189.06
73.6600,-40,-179.49,-188.94
73.6650,-40,-205.13,-189.14
73.6700,-40,-179.49,-189.52
73.6750,-40,-205.13,-189.99
73.6800,-40,-179.49,-190.47
73.6850,-40,-179.49,-190.42
73.6900,-40,-205.13,-190.02
73.6950,-40,-179.49,-189.95
73.7000,-40,-179.49,-189.58
73.7050,-40,-205.13,-189.04
73.7100,-40,-179.49,-188.96
73.7150,-40,-205.13,-189.18
73.7200,-40,-179.49,-189.57
73.7250,-40,-205.13,-190.04
73.7300,-40,-179.49,-190.52
73.7350,-40,-179.49,-190.46
73.7400,-40,-205.13,-190.06
73.7450,-40,-179.49,-189.98
73.7500,-40,-179.49,-189.60
73.7550,-40,-205.13,-189.06
73.7600,-40,-179.49,-188.97
73.7650,-40,-179.49,-188.67
73.7700,-40,-205.13,-188.25
73.7750,-40,-179.49,-188.31
73.7800,-40,-205.13,-188.67
73.7850,-40,-179.49,-189.19
73.7900,-40,-205.13,-189.78
73.7950,-40,-179.49,-190.36
73.8000,-40,-179.49,-190.37
73.8050,-40,-205.13,-190.02
73.8100,-40,-179.49,-189.98
73.8150,-40,-179.49,-189.62
73.8200,-40,-205.13,-189.10
73.8250,-40,-179.49,-189.02
73.8300,-40,-205.13,-189.23
73.8350,-40,-179.49,-189.61
73.8400,-40,-205.13,-190.08
73.8450,-40,-179.49,-190.55
73.8500,-40,-179.49,-190.48
73.8550,-40,-205.13,-190.07
73.8600,-40,-179.49,-189.99
73.8650,-40,-205.13,-190.12
73.8700,-40,-179.49,-190.38
73.8750,-40,-205.13,-190.70
73.8800,-40,-179.49,-191.04
73.8850,-40,-179.49,-190.84
73.8900,-40,-205.13,-190.32
73.8950,-40,-179.49,-190.14
73.9000,-40,-205.13,-190.20
73.9050,-40,-179.49,-190.41
73.9100,-40,-205.13,-190.70
73.9150,-40,-179.49,-191.01
73.9200,-40,-179.49,-190.80
73.9250,-40,-205.13,-190.27
73.9300,-40,-179.49,-190.10
73.9350,-40,-179.49,-189.65
73.9400,-40,-205.13,-189.06
73.9450,-40,-179.49,-188.94
73.9500,-40,-205.13,-189.14
73.9550,-40,-179.49,-189.52
73.9600,-40,-205.13,-189.98
73.9650,-40,-179.49,-190.47
73.9700,-40,-179.49,-190.42
73.9750,-40,-205.13,-190.02
73.9800,-40,-179.49,-189.95
73.9850,-40,-179.49,-189.57
73.9900,-40,-205.13,-189.04
73.9950,-40,-179.49,-188.96
74.0000,-40,-205.13,-189.18
74.0050,-40,-179.49,-189.57
74.0100,-40,-179.49,-189.53
74.0150,-40,-205.13,-189.21
74.0200,-40,-179.49,-189.25
74.0250,-40,-205.13,-189.52
74.0300,-40,-179.49,-189.92
74.0350,-40,-179.49,-189.86
74.0400,-40,-205.13,-189.49
74.0450,-40,-179.49,-189.49
74.0500,-40,-179.49,-189.20
74.0550,-40,-205.13,-188.74
74.0600,-40,-179.49,-188.74
74.0650,-40,-179.49,-188.51
74.0700,-40,-205.13,-188.15
74.0750,-40,-179.49,-188.26
74.0800,-40,-179.49,-188.13
74.0850,-40,-205.13,-187.88
74.0900,-40,-179.49,-188.07
74.0950,-40,-179.49,-188.01
74.1000,-40,-205.13,-187.81
74.1050,-40,-179.49,-188.04
74.1100,-40,-205.13,-188.53
74.1150,-40,-179.49,-189.15
74.1200,-40,-179.49,-189.29
74.1250,-40,-205.13,-189.10
74.1300,-40,-179.49,-189.24
74.1350,-40,-205.13,-189.57
74.1400,-40,-179.49,-190.01
74.1450,-40,-179.49,-189.96
74.1500,-40,-205.13,-189.60
74.1550,-40,-179.49,-189.59
74.1600,-40,-179.49,-189.28
74.1650,-40,-205.13,-188.81
74.1700,-40,-179.49,-188.80
74.1750,-40,-205.13,-189.07
74.1800,-40,-179.49,-189.50
74.1850,-40,-179.49,-189.49
74.1900,-40,-205.13,-189.19
74.1950,-40,-179.49,-189.25
74.2000,-40,-205.13,-189.54
74.2050,-40,-179.49,-189.94
74.2100,-40,-179.49,-189.88
74.2150,-40,-205.13,-189.52
74.2200,-40,-179.49,-189.51
74.2250,-40,-205.13,-189.73
74.2300,-40,-179.49,-190.08
74.2350,-40,-205.13,-190.48
74.2400,-40,-179.49,-190.88
74.2450,-40,-179.49,-190.74
74.2500,-40,-205.13,-190.26
74.2550,-40,-179.49,-190.12
74.2600,-40,-179.49,-189.69
74.2650,-40,-205.13,-189.11
74.2700,-40,-179.49,-188.99
74.2750,-40,-205.13,-189.18
74.2800,-40,-179.49,-189.56
74.2850,-40,-179.49,-189.50
74.2900,-40,-205.13,-189.18
74.2950,-40,-179.49,-189.22
74.3000,-40,-179.49,-188.98
74.3050,-40,-205.13,-188.58
74.3100,-40,-179.49,-188.62
74.3150,-40,-205.13,-188.95
74.3200,-40,-179.49,-189.42
74.3250,-40,-179.49,-189.45
74.3300,-40,-205.13,-189.18
74.3350,-40,-179.49,-189.25
74.3400,-40,-179.49,-189.03
74.3450,-40,-205.13,-188.64
74.3500,-40,-179.49,-188.68
74.3550,-40,-205.13,-189.00
74.3600,-40,-179.49,-189.47
74.3650,-40,-179.49,-189.49
74.3700,-40,-205.13,-189.21
74.3750,-40,-179.49,-189.28
74.3800,-40,-205.13,-189.57
74.3850,-40,-179.49,-189.97
74.3900,-40,-179.49,-189.90
74.3950,-40,-205.13,-189.54
74.4000,-40,-179.49,-189.53
74.4050,-40,-179.49,-189.23
74.4100,-40,-205.13,-188.77
74.4150,-40,-179.49,-188.76
74.4200,-40,-179.49,-188.52
74.4250,-40,-205.13,-188.16
74.4300,-40,-179.49,-188.26
74.4350,-40,-179.49,-188.14
74.4400,-40,-205.13,-187.87
74.4450,-40,-179.49,-188.06
74.4500,-40,-205.13,-188.53
74.4550,-40,-179.49,-189.13
74.4600,-40,-205.13,-189.77
74.4650,-40,-179.49,-190.38
74.4700,-40,-179.49,-190.42
74.4750,-40,-205.13,-190.08
74.4800,-40,-179.49,-190.04
74.4850,-40,-205.13,-190.19
74.4900,-40,-179.49,-190.46
74.4950,-40,-179.49,-190.27
74.5000,-40,-205.13,-189.80
74.5050,-40,-179.49,-189.69
74.5100,-40,-205.13,-189.84
74.5150,-40,-179.49,-190.13
74.5200,-40,-205.13,-190.49
74.5250,-40,-179.49,-190.87
74.5300,-40,-179.49,-190.71
74.5350,-40,-205.13,-190.22
74.5400,-40,-179.49,-190.08
74.5450,-40,-205.13,-190.16
74.5500,-40,-179.49,-190.39
74.5550,-40,-179.49,-190.18
74.5600,-40,-205.13,-189.69
74.5650,-40,-179.49,-189.60
74.5700,-40,-179.49,-189.24
74.5750,-40,-205.13,-188.74
74.5800,-40,-179.49,-188.70
74.5850,-40,-205.13,-188.97
74.5900,-40,-179.49,-189.41
74.5950,-40,-179.49,-189.41
74.6000,-40,-205.13,-189.13
74.6050,-40,-179.49,-189.20
74.6100,-40,-205.13,-189.50
74.6150,-40,-179.49,-189.92
74.6200,-40,-179.49,-189.86
74.6250,-40,-205.13,-189.51
74.6300,-40,-179.49,-189.50
74.6350,-40,-179.49,-189.21
74.6400,-40,-205.13,-188.76
74.6450,-40,-179.49,-188.75
74.6500,-40,-179.49,-188.52
74.6550,-40,-205.13,-188.16
74.6600,-40,-179.49,-188.26
74.6650,-40,-179.49,-188.14
74.6700,-40,-205.13,-187.88
74.6750,-40,-179.49,-188.07
74.6800,-40,-179.49,-188.01
74.6850,-40,-205.13,-187.81
74.6900,-40,-179.49,-188.04
74.6950,-40,-179.49,-188.02
74.7000,-40,-205.13,-187.83
74.7050,-40,-179.49,-188.07
74.7100,-40,-179.49,-188.05
74.7150,-40,-179.49,-187.35
74.7200,-40,-179.49,-186.27
74.7250,-40,-205.13,-185.55
74.7300,-40,-179.49,-185.62
74.7350,-40,-179.49,-185.70
74.7400,-40,-205.13,-185.76
74.7450,-40,-179.49,-186.33
74.7500,-40,-179.49,-186.66
74.7550,-40,-205.13,-186.81
74.7600,-40,-179.49,-187.34
74.7650,-40,-179.49,-187.57
74.7700,-40,-205.13,-187.58
74.7750,-40,-179.49,-187.97
74.7800,-40,-179.49,-188.05
74.7850,-40,-205.13,-187.93
74.7900,-40,-179.49,-188.21
74.7950,-40,-179.49,-188.20
74.8000,-40,-205.13,-188.01
74.8050,-40,-179.49,-188.23
74.8100,-40,-179.49,-188.18
74.8150,-40,-205.13,-187.97
74.8200,-40,-179.49,-188.18
74.8250,-40,-179.49,-188.14
74.8300,-40,-205.13,-187.93
74.8350,-40,-179.49,-188.14
74.8400,-40,-179.49,-188.10
74.8450,-40,-205.13,-187.90
74.8500,-40,-179.49,-188.12
74.8550,-40,-179.49,-188.09
74.8600,-40,-205.13,-187.89
74.8650,-40,-179.49,-188.12
74.8700,-40,-205.13,-188.60
74.8750,-40,-179.49,-189.21
74.8800,-40,-179.49,-189.33
74.8850,-40,-205.13,-189.13
74.8900,-40,-179.49,-189.26
74.8950,-40,-179.49,-189.08
74.9000,-40,-205.13,-188.70
74.9050,-40,-179.49,-188.75
74.9100,-40,-179.49,-188.55
74.9150,-40,-205.13,-188.21
74.9200,-40,-179.49,-188.32
74.9250,-40,-179.49,-188.20
74.9300,-40,-179.49,-187.42
74.9350,-40,-205.13,-186.80
74.9400,-40,-179.49,-186.84
74.9450,-40,-179.49,-186.79
74.9500,-40,-205.13,-186.69
74.9550,-40,-179.49,-187.08
74.9600,-40,-179.49,-187.23
74.9650,-40,-205.13,-187.22
74.9700,-40,-179.49,-187.62
74.9750,-40,-179.49,-187.74
74.9800,-40,-179.49,-187.16
74.9850,-40,-205.13,-186.68
74.9900,-40,-179.49,-186.82
74.9950,-40,-205.13,-187.36
75.0000,-40,-179.49,-188.10
75.0050,-50,-179.49,-188.40
75.0100,-50,-205.13,-188.39
75.0150,-50,-179.49,-188.70
75.0200,-50,-179.49,-188.67
75.0250,-50,-205.13,-188.43
75.0300,-50,-205.13,-189.10
75.0350,-50,-179.49,-190.31
75.0400,-50,-205.13,-191.24
75.0450,-50,-205.13,-192.44
75.0500,-50,-179.49,-193.71
75.0550,-50,-205.13,-194.42
75.0600,-50,-205.13,-195.21
75.0650,-50,-205.13,-196.52
75.0700,-50,-205.13,-198.05
75.0750,-50,-205.13,-199.60
75.0800,-50,-205.13,-201.04
75.0850,-50,-205.13,-202.29
75.0900,-50,-205.13,-203.32
75.0950,-50,-205.13,-204.13
